cat_code,country,county,f_class,f_code,gid,lat,lon,name,state
US.WI.109,US,109,P,PPLA2,5257080,44.97469,-92.75686999999999,Hudson,WI
US.WI.051,US,51,P,PPLA2,5257163,46.449670000000005,-90.18656,Hurley,WI
US.WI.049,US,49,A,ADM2,5257509,43.000479999999996,-90.13543,Iowa County,WI
US.WI.051,US,51,A,ADM2,5257533,46.31706,-90.26445,Iron County,WI
US.WI.053,US,53,A,ADM2,5257673,44.31913,-90.80518000000001,Jackson County,WI
US.WI.105,US,105,P,PPLA2,5257754,42.682790000000004,-89.01872,Janesville,WI
US.WI.055,US,55,P,PPLA2,5257784,43.005559999999996,-88.80733000000001,Jefferson,WI
US.WI.055,US,55,A,ADM2,5257788,43.02082,-88.77587,Jefferson County,WI
US.WI.027,US,27,P,PPLA2,5258190,43.40555,-88.7051,Juneau,WI
US.WI.057,US,57,A,ADM2,5258193,43.924440000000004,-90.11402,Juneau County,WI
US.WI.059,US,59,P,PPLA2,5258393,42.584740000000004,-87.82119,Kenosha,WI
US.WI.059,US,59,A,ADM2,5258396,42.5728,-87.83981,Kenosha County,WI
US.WI.078,US,78,P,PPLA2,5258448,44.88387,-88.63372,Keshena,WI
US.WI.061,US,61,P,PPLA2,5258490,44.45833,-87.50314,Kewaunee,WI
US.WI.061,US,61,A,ADM2,5258491,44.48279,-87.51434,Kewaunee County,WI
US.WI.063,US,63,P,PPLA2,5258957,43.801359999999995,-91.23958,La Crosse,WI
US.WI.063,US,63,A,ADM2,5258961,43.90653,-91.11522,La Crosse County,WI
US.WI.107,US,107,P,PPLA2,5259048,45.46302,-91.10404,Ladysmith,WI
US.WI.065,US,65,A,ADM2,5259061,42.6605,-90.13172,Lafayette County,WI
US.WI.043,US,43,P,PPLA2,5259448,42.84749,-90.71068000000001,Lancaster,WI
US.WI.067,US,67,A,ADM2,5259487,45.26236,-89.07191,Langlade County,WI
US.WI.069,US,69,A,ADM2,5259991,45.33746,-89.73461,Lincoln County,WI
US.WI.071,US,71,P,PPLA2,5261585,44.088609999999996,-87.65758000000001,Manitowoc,WI
US.WI.071,US,71,A,ADM2,5261587,44.090540000000004,-87.69974,Manitowoc County,WI
US.WI.073,US,73,A,ADM2,5261790,44.89829,-89.75905999999999,Marathon County,WI
US.WI.075,US,75,P,PPLA2,5261852,45.09998,-87.63065999999999,Marinette,WI
US.WI.075,US,75,A,ADM2,5261856,45.3509,-88.00222,Marinette County,WI
US.WI.077,US,77,A,ADM2,5261914,43.81958,-89.39875,Marquette County,WI
US.WI.057,US,57,P,PPLA2,5262113,43.79719,-90.07735,Mauston,WI
US.WI.119,US,119,P,PPLA2,5262475,45.13858,-90.34014,Medford,WI
US.WI.078,US,78,A,ADM2,5262622,45.00437,-88.71001,Menominee County,WI
US.WI.069,US,69,P,PPLA2,5262680,45.18052,-89.68346,Merrill,WI
US.WI.079,US,79,P,PPLA2,5263045,43.0389,-87.90647,Milwaukee,WI
US.WI.079,US,79,A,ADM2,5263058,43.02172,-87.92908,Milwaukee County,WI
US.WI.045,US,45,P,PPLA2,5263331,42.60112,-89.63845,Monroe,WI
US.WI.081,US,81,A,ADM2,5263335,43.94575,-90.61787,Monroe County,WI
US.WI.077,US,77,P,PPLA2,5263366,43.79137,-89.31984,Montello,WI
US.WI.019,US,19,P,PPLA2,5264241,44.55996,-90.59625,Neillsville,WI
US.WI.083,US,83,P,PPLA2,5265515,44.887209999999996,-87.86455,Oconto,WI
US.WI.083,US,83,A,ADM2,5265518,44.998509999999996,-88.22055999999999,Oconto County,WI
US.WI.085,US,85,A,ADM2,5265726,45.70559,-89.52171,Oneida County,WI
US.WI.139,US,139,P,PPLA2,5265838,44.02471,-88.54261,Oshkosh,WI
US.WI.087,US,87,A,ADM2,5266044,44.416090000000004,-88.46493000000001,Outagamie County,WI
US.WI.089,US,89,A,ADM2,5266102,43.40305,-87.89063,Ozaukee County,WI
US.WI.091,US,91,A,ADM2,5266547,44.48265,-92.14969,Pepin County,WI
US.WI.099,US,99,P,PPLA2,5266764,45.69663,-90.40043,Phillips,WI
US.WI.093,US,93,A,ADM2,5266878,44.71963,-92.42249,Pierce County,WI
US.WI.095,US,95,A,ADM2,5267654,45.461420000000004,-92.44139,Polk County,WI
US.WI.089,US,89,P,PPLA2,5267776,43.38722,-87.87564,Port Washington,WI
US.WI.021,US,21,P,PPLA2,5267785,43.53915,-89.46262,Portage,WI
US.WI.097,US,97,A,ADM2,5267787,44.476040000000005,-89.50142,Portage County,WI
US.WI.023,US,23,P,PPLA2,5268002,43.05165,-91.14124,Prairie du Chien,WI
US.WI.099,US,99,A,ADM2,5268067,45.68038,-90.36137,Price County,WI
US.WI.101,US,101,P,PPLA2,5268249,42.72613,-87.78285,Racine,WI
US.WI.101,US,101,A,ADM2,5268253,42.72987,-87.81235,Racine County,WI
US.WI.085,US,85,P,PPLA2,5268720,45.63662,-89.41208,Rhinelander,WI
US.WI.103,US,103,P,PPLA2,5268850,43.33471,-90.38679,Richland Center,WI
US.WI.103,US,103,A,ADM2,5268859,43.375640000000004,-90.42948,Richland County,WI
US.WI.105,US,105,A,ADM2,5269209,42.67122,-89.07158000000001,Rock County,WI
US.WI.107,US,107,A,ADM2,5269777,45.47513,-91.13311999999999,Rusk County,WI
US.WI.109,US,109,A,ADM2,5270199,45.03407,-92.45278,Saint Croix County,WI
US.WI.111,US,111,A,ADM2,5272232,43.42678,-89.94837,Sauk County,WI
US.WI.113,US,113,A,ADM2,5272272,45.87997,-91.14466999999999,Sawyer County,WI
US.WI.115,US,115,P,PPLA2,5272873,44.78221,-88.60899,Shawano,WI
US.WI.115,US,115,A,ADM2,5272875,44.78915,-88.76544,Shawano County,WI
US.WI.117,US,117,P,PPLA2,5272893,43.75083,-87.71453000000001,Sheboygan,WI
US.WI.117,US,117,A,ADM2,5272899,43.75622,-87.79999000000001,Sheboygan County,WI
US.WI.129,US,129,P,PPLA2,5272949,45.73939,-91.92545,Shell Lake,WI
US.WI.013,US,13,P,PPLA2,5273324,45.785779999999995,-92.38103000000001,Siren,WI
US.WI.081,US,81,P,PPLA2,5273927,43.94413,-90.81291,Sparta,WI
US.WI.097,US,97,P,PPLA2,5274644,44.523579999999995,-89.57455999999999,Stevens Point,WI
US.WI.029,US,29,P,PPLA2,5274867,44.83416,-87.37704000000001,Sturgeon Bay,WI
US.WI.031,US,31,P,PPLA2,5275191,46.72077,-92.10408000000001,Superior,WI
US.WI.119,US,119,A,ADM2,5275451,45.211529999999996,-90.50125,Taylor County,WI
US.WI.121,US,121,A,ADM2,5276086,44.30395,-91.35846,Trempealeau County,WI
US.WI.123,US,123,A,ADM2,5277134,43.59386,-90.83438000000001,Vernon County,WI
US.WI.125,US,125,A,ADM2,5277222,46.052890000000005,-89.51477,Vilas County,WI
US.WI.123,US,123,P,PPLA2,5277276,43.55692,-90.88874,Viroqua,WI
US.WI.127,US,127,A,ADM2,5277773,42.668479999999995,-88.54191999999999,Walworth County,WI
US.WI.007,US,7,P,PPLA2,5277856,46.67327,-90.89491,Washburn,WI
US.WI.129,US,129,A,ADM2,5277858,45.89918,-91.79123,Washburn County,WI
US.WI.131,US,131,A,ADM2,5277887,43.36847,-88.23078000000001,Washington County,WI
US.WI.133,US,133,P,PPLA2,5278052,43.01168,-88.23148,Waukesha,WI
US.WI.133,US,133,A,ADM2,5278054,43.018190000000004,-88.30453,Waukesha County,WI
US.WI.135,US,135,P,PPLA2,5278083,44.35803,-89.08595,Waupaca,WI
US.WI.135,US,135,A,ADM2,5278089,44.47043,-88.96481999999999,Waupaca County,WI
US.WI.073,US,73,P,PPLA2,5278120,44.959140000000005,-89.63011999999999,Wausau,WI
US.WI.137,US,137,A,ADM2,5278147,44.11312,-89.24288,Waushara County,WI
US.WI.137,US,137,P,PPLA2,5278148,44.0747,-89.2879,Wautoma,WI
US.WI.131,US,131,P,PPLA2,5278422,43.42528,-88.18343,West Bend,WI
US.WI.121,US,121,P,PPLA2,5278914,44.367459999999994,-91.31655,Whitehall,WI
US.WI.139,US,139,A,ADM2,5279387,44.06888,-88.64466,Winnebago County,WI
US.WI.141,US,141,P,PPLA2,5279436,44.38358,-89.81735,Wisconsin Rapids,WI
US.WI.141,US,141,A,ADM2,5279557,44.45532,-90.04158000000001,Wood County,WI
US.WV.009,US,9,A,ADM2,5280114,40.27381,-80.57642,Brooke County,WV
US.WV.029,US,29,A,ADM2,5280351,40.52185,-80.57389,Hancock County,WV
US.WV.029,US,29,P,PPLA2,5280523,40.49673,-80.60674,New Cumberland,WV
US.WV.069,US,69,A,ADM2,5280563,40.096920000000004,-80.61906,Ohio County,WV
US.WV.009,US,9,P,PPLA2,5280835,40.272009999999995,-80.60951999999999,Wellsburg,WV
US.WV.069,US,69,P,PPLA2,5280854,40.063959999999994,-80.72091,Wheeling,WV
US.AZ.017,US,17,P,PPLA2,5284580,34.90225,-110.15818,Holbrook,AZ
US.AZ.003,US,3,P,PPLA2,5284905,31.44815,-109.92841000000001,Bisbee,AZ
US.KS.101,US,101,P,PPLA2,5285480,38.48196,-100.46708000000001,Dighton,KS
US.NM.033,US,33,P,PPLA2,5285666,35.9742,-105.33001000000002,Mora,NM
US.AZ.011,US,11,P,PPLA2,5290124,33.0509,-109.29618,Clifton,AZ
US.AZ.003,US,3,A,ADM2,5290270,31.87957,-109.75113999999999,Cochise County,AZ
US.AZ.005,US,5,A,ADM2,5290307,35.83873,-111.7705,Coconino County,AZ
US.AZ.005,US,5,P,PPLA2,5294810,35.19807,-111.65127,Flagstaff,AZ
US.AZ.021,US,21,P,PPLA2,5294902,33.03145,-111.38734,Florence,AZ
US.AZ.007,US,7,A,ADM2,5295877,33.79975,-110.81173999999999,Gila County,AZ
US.AZ.007,US,7,P,PPLA2,5296013,33.394220000000004,-110.7865,Globe,AZ
US.AZ.009,US,9,A,ADM2,5296368,32.93272,-109.88743999999998,Graham County,AZ
US.AZ.011,US,11,A,ADM2,5296837,33.21536,-109.2401,Greenlee County,AZ
US.AZ.015,US,15,P,PPLA2,5301067,35.189440000000005,-114.05301000000001,Kingman,AZ
US.AZ.012,US,12,A,ADM2,5301323,33.72926,-113.98133999999999,La Paz County,AZ
US.AZ.013,US,13,A,ADM2,5303754,33.34883,-112.49123,Maricopa County,AZ
US.AZ.015,US,15,A,ADM2,5305206,35.70404,-113.75791000000001,Mohave County,AZ
US.AZ.017,US,17,A,ADM2,5306233,35.39963,-110.3214,Navajo County,AZ
US.AZ.023,US,23,P,PPLA2,5306611,31.34038,-110.93425,Nogales,AZ
US.AZ.012,US,12,P,PPLA2,5308116,34.15002,-114.28912,Parker,AZ
US.AZ.019,US,19,A,ADM2,5308878,32.09738,-111.78995,Pima County,AZ
US.AZ.021,US,21,A,ADM2,5308916,32.904309999999995,-111.34471,Pinal County,AZ
US.AZ.025,US,25,P,PPLA2,5309842,34.54002,-112.4685,Prescott,AZ
US.AZ.009,US,9,P,PPLA2,5312476,32.83395,-109.70758000000001,Safford,AZ
US.AZ.001,US,1,P,PPLA2,5312595,34.50587,-109.36093000000001,Saint Johns,AZ
US.AZ.023,US,23,A,ADM2,5313135,31.526,-110.84657,Santa Cruz County,AZ
US.AZ.019,US,19,P,PPLA2,5318313,32.221740000000004,-110.92648,Tucson,AZ
US.AZ.025,US,25,A,ADM2,5321860,34.59988,-112.55386999999999,Yavapai County,AZ
US.AZ.027,US,27,P,PPLA2,5322053,32.72532,-114.6244,Yuma,AZ
US.AZ.027,US,27,A,ADM2,5322057,32.7694,-113.90556000000001,Yuma County,AZ
US.CA.001,US,1,A,ADM2,5322745,37.65055,-121.91788999999999,Alameda County,CA
US.CA.003,US,3,A,ADM2,5323414,38.59725,-119.82065,Alpine County,CA
US.CA.005,US,5,A,ADM2,5323622,38.44639,-120.65111999999999,Amador County,CA
US.CA.061,US,61,P,PPLA2,5325223,38.896570000000004,-121.07688999999999,Auburn,CA
US.CA.029,US,29,P,PPLA2,5325738,35.373290000000004,-119.01871000000001,Bakersfield,CA
US.CA.051,US,51,P,PPLA2,5330736,38.25575,-119.23127,Bridgeport,CA
US.CA.007,US,7,A,ADM2,5332191,39.66693,-121.60067,Butte County,CA
US.CA.009,US,9,A,ADM2,5332628,38.204609999999995,-120.55413,Calaveras County,CA
US.CA.011,US,11,P,PPLA2,5338866,39.21433,-122.00941999999999,Colusa,CA
US.CA.011,US,11,A,ADM2,5338872,39.17757,-122.23703,Colusa County,CA
US.CA.013,US,13,A,ADM2,5339268,37.92342,-121.95121,Contra Costa County,CA
US.CA.091,US,91,P,PPLA2,5343876,39.55934,-120.82688999999999,Downieville,CA
US.CA.025,US,25,P,PPLA2,5345609,32.792,-115.56305,El Centro,CA
US.CA.017,US,17,A,ADM2,5345659,38.77874,-120.52465,El Dorado County,CA
US.CA.095,US,95,P,PPLA2,5347335,38.249359999999996,-122.03997,Fairfield,CA
US.CA.019,US,19,P,PPLA2,5350937,36.74773,-119.77237,Fresno,CA
US.CA.019,US,19,A,ADM2,5350964,36.758179999999996,-119.64931999999999,Fresno County,CA
US.CA.021,US,21,A,ADM2,5352462,39.5984,-122.39221,Glenn County,CA
US.CA.031,US,31,P,PPLA2,5355180,36.32745,-119.64568,Hanford,CA
US.CA.069,US,69,P,PPLA2,5357499,36.85245,-121.4016,Hollister,CA
US.CA.025,US,25,A,ADM2,5359067,33.03951,-115.36532,Imperial County,CA
US.CA.027,US,27,A,ADM2,5359604,36.51113,-117.41078999999999,Inyo County,CA
US.CA.005,US,5,P,PPLA2,5360160,38.3488,-120.7741,Jackson,CA
US.CA.029,US,29,A,ADM2,5362932,35.34285,-118.7299,Kern County,CA
US.CA.031,US,31,A,ADM2,5363385,36.075359999999996,-119.8155,Kings County,CA
US.CA.033,US,33,A,ADM2,5364466,39.09965,-122.75318,Lake County,CA
US.CA.033,US,33,P,PPLA2,5364753,39.04295,-122.91583,Lakeport,CA
US.CA.037,US,37,P,PPLA2,5368361,34.05223,-118.24368,Los Angeles,CA
US.CA.037,US,37,A,ADM2,5368381,34.19801,-118.26102,Los Angeles County,CA
US.CA.039,US,39,P,PPLA2,5369568,36.96134,-120.06071999999999,Madera,CA
US.CA.039,US,39,A,ADM2,5369578,37.21804,-119.76265,Madera County,CA
US.CA.041,US,41,A,ADM2,5370468,38.05518,-122.74886000000001,Marin County,CA
US.CA.043,US,43,P,PPLA2,5370590,37.48494,-119.96628,Mariposa,CA
US.CA.043,US,43,A,ADM2,5370594,37.581520000000005,-119.90552,Mariposa County,CA
US.CA.013,US,13,P,PPLA2,5370868,38.01937,-122.13413,Martinez,CA
US.CA.115,US,115,P,PPLA2,5370984,39.14573,-121.59135,Marysville,CA
US.CA.045,US,45,A,ADM2,5372163,39.43362,-123.43155,Mendocino County,CA
US.CA.047,US,47,P,PPLA2,5372253,37.30216,-120.48297,Merced,CA
US.CA.047,US,47,A,ADM2,5372259,37.19186,-120.71767,Merced County,CA
US.CA.099,US,99,P,PPLA2,5373900,37.6391,-120.99688,Modesto,CA
US.CA.051,US,51,A,ADM2,5374091,37.938990000000004,-118.88671000000001,Mono County,CA
US.CA.053,US,53,A,ADM2,5374376,36.23977,-121.3089,Monterey County,CA
US.CA.055,US,55,P,PPLA2,5376095,38.29714,-122.28553000000001,Napa,CA
US.CA.055,US,55,A,ADM2,5376101,38.50647,-122.33053000000001,Napa County,CA
US.CA.057,US,57,P,PPLA2,5376502,39.26173,-121.01778999999999,Nevada City,CA
US.CA.057,US,57,A,ADM2,5376509,39.30137,-120.76875,Nevada County,CA
US.CA.001,US,1,P,PPLA2,5378538,37.80437,-122.2708,Oakland,CA
US.CA.059,US,59,A,ADM2,5379524,33.67691,-117.77617,Orange County,CA
US.CA.007,US,7,P,PPLA2,5379759,39.513940000000005,-121.55776000000002,Oroville,CA
US.CA.061,US,61,A,ADM2,5383537,39.06343,-120.71766000000001,Placer County,CA
US.CA.017,US,17,P,PPLA2,5383559,38.72963,-120.79855,Placerville,CA
US.CA.063,US,63,A,ADM2,5383832,40.00468,-120.8386,Plumas County,CA
US.CA.063,US,63,P,PPLA2,5385487,39.936820000000004,-120.94646999999999,Quincy,CA
US.CA.081,US,81,P,PPLA2,5386834,37.48522,-122.23635,Redwood City,CA
US.CA.065,US,65,P,PPLA2,5387877,33.95335,-117.39616000000001,Riverside,CA
US.CA.065,US,65,A,ADM2,5387890,33.74368,-115.99386000000001,Riverside County,CA
US.CA.067,US,67,A,ADM2,5389519,38.44932,-121.34423999999999,Sacramento County,CA
US.CA.053,US,53,P,PPLA2,5391295,36.67774,-121.6555,Salinas,CA
US.CA.009,US,9,P,PPLA2,5391597,38.19603,-120.68048999999999,San Andreas,CA
US.CA.069,US,69,A,ADM2,5391692,36.605709999999995,-121.075,San Benito County,CA
US.CA.071,US,71,P,PPLA2,5391710,34.108340000000005,-117.28976999999999,San Bernardino,CA
US.CA.071,US,71,A,ADM2,5391726,34.841429999999995,-116.17846000000002,San Bernardino County,CA
US.CA.073,US,73,P,PPLA2,5391811,32.715709999999994,-117.16471999999999,San Diego,CA
US.CA.073,US,73,A,ADM2,5391832,33.0282,-116.77021,San Diego County,CA
US.CA.075,US,75,P,PPLA2,5391959,37.77493,-122.41942,San Francisco,CA
US.CA.075,US,75,A,ADM2,5391997,37.77823,-122.4425,City and County of San Francisco,CA
US.CA.077,US,77,A,ADM2,5392126,37.934779999999996,-121.27145,San Joaquin County,CA
US.CA.085,US,85,P,PPLA2,5392171,37.33939,-121.89496000000001,San Jose,CA
US.CA.079,US,79,P,PPLA2,5392323,35.28275,-120.65961999999999,San Luis Obispo,CA
US.CA.079,US,79,A,ADM2,5392329,35.38742,-120.4522,San Luis Obispo County,CA
US.CA.081,US,81,A,ADM2,5392427,37.436209999999996,-122.35566000000001,San Mateo County,CA
US.CA.041,US,41,P,PPLA2,5392567,37.97353,-122.53108999999999,San Rafael,CA
US.CA.059,US,59,P,PPLA2,5392900,33.74557,-117.86783,Santa Ana,CA
US.CA.083,US,83,P,PPLA2,5392952,34.42083,-119.69819,Santa Barbara,CA
US.CA.083,US,83,A,ADM2,5392967,34.538340000000005,-120.03078000000001,Santa Barbara County,CA
US.CA.085,US,85,A,ADM2,5393021,37.232490000000006,-121.69627,Santa Clara County,CA
US.CA.087,US,87,P,PPLA2,5393052,36.97412,-122.0308,Santa Cruz,CA
US.CA.087,US,87,A,ADM2,5393068,37.021609999999995,-122.00979,Santa Cruz County,CA
US.CA.097,US,97,P,PPLA2,5393287,38.44047,-122.71443000000001,Santa Rosa,CA
US.CA.091,US,91,A,ADM2,5395582,39.5804,-120.516,Sierra County,CA
US.CA.095,US,95,A,ADM2,5396987,38.26692,-121.94001000000002,Solano County,CA
US.CA.097,US,97,A,ADM2,5397100,38.525290000000005,-122.92253999999998,Sonoma County,CA
US.CA.109,US,109,P,PPLA2,5397165,37.98409,-120.38213999999999,Sonora,CA
US.CA.099,US,99,A,ADM2,5398597,37.55914,-120.99768999999999,Stanislaus County,CA
US.CA.077,US,77,P,PPLA2,5399020,37.9577,-121.29078,Stockton,CA
US.CA.101,US,101,A,ADM2,5400390,39.03452,-121.69483999999999,Sutter County,CA
US.CA.107,US,107,A,ADM2,5403789,36.22016,-118.80046999999999,Tulare County,CA
US.CA.109,US,109,A,ADM2,5403973,38.0276,-119.95475,Tuolumne County,CA
US.CA.045,US,45,P,PPLA2,5404476,39.15017,-123.20778,Ukiah,CA
US.CA.111,US,111,P,PPLA2,5405878,34.27834,-119.29316999999999,Ventura,CA
US.CA.111,US,111,A,ADM2,5405889,34.35753,-119.12603,Ventura County,CA
US.CA.107,US,107,P,PPLA2,5406567,36.33023,-119.29206,Visalia,CA
US.CA.021,US,21,P,PPLA2,5409777,39.52433,-122.19358999999999,Willows,CA
US.CA.113,US,113,P,PPLA2,5410430,38.67852,-121.7733,Woodland,CA
US.CA.113,US,113,A,ADM2,5410882,38.68665,-121.90162,Yolo County,CA
US.CA.101,US,101,P,PPLA2,5411015,39.14045,-121.61691,Yuba City,CA
US.CA.115,US,115,A,ADM2,5411026,39.269020000000005,-121.35126000000001,Yuba County,CA
US.CO.001,US,1,A,ADM2,5411363,39.87363,-104.33791,Adams County,CO
US.CO.003,US,3,P,PPLA2,5411479,37.46945,-105.87002,Alamosa,CO
US.CO.005,US,5,A,ADM2,5412056,39.649770000000004,-104.33924,Arapahoe County,CO
US.CO.007,US,7,A,ADM2,5412082,37.1936,-107.04833,Archuleta County,CO
US.CO.097,US,97,P,PPLA2,5412230,39.1911,-106.81754,Aspen,CO
US.CO.009,US,9,A,ADM2,5412453,37.319179999999996,-102.56047,Baca County,CO
US.CO.011,US,11,A,ADM2,5413481,37.955090000000006,-103.0717,Bent County,CO
US.CO.117,US,117,P,PPLA2,5414872,39.48165,-106.03835,Breckenridge,CO
US.CO.001,US,1,P,PPLA2,5414941,39.98526,-104.82053,Brighton,CO
US.CO.014,US,14,P,PPLA2,5415035,39.92054,-105.08665,Broomfield,CO
US.CO.014,US,14,A,ADM2,5415040,39.95413,-105.05266,Broomfield County,CO
US.CO.063,US,63,P,PPLA2,5415502,39.30611,-102.26935999999999,Burlington,CO
US.CO.035,US,35,P,PPLA2,5416329,39.372209999999995,-104.85609000000001,Castle Rock,CO
US.CO.047,US,47,P,PPLA2,5416606,39.80193,-105.51416,Central City,CO
US.CO.015,US,15,A,ADM2,5416621,38.7469,-106.19407,Chaffee County,CO
US.CO.017,US,17,A,ADM2,5416840,38.827940000000005,-102.6034,Cheyenne County,CO
US.CO.017,US,17,P,PPLA2,5416855,38.8214,-102.35324,Cheyenne Wells,CO
US.CO.019,US,19,A,ADM2,5417183,39.6891,-105.64436,Clear Creek County,CO
US.CO.041,US,41,P,PPLA2,5417598,38.83388,-104.82136,Colorado Springs,CO
US.CO.021,US,21,A,ADM2,5417799,37.2007,-106.19163,Conejos County,CO
US.CO.021,US,21,P,PPLA2,5417805,37.08835,-106.01973999999998,Conejos,CO
US.CO.083,US,83,P,PPLA2,5418104,37.34888,-108.58593,Cortez,CO
US.CO.023,US,23,A,ADM2,5418130,37.2781,-105.42827,Costilla County,CO
US.CO.079,US,79,P,PPLA2,5418493,37.84917,-106.92643000000001,Creede,CO
US.CO.119,US,119,P,PPLA2,5418552,38.74666,-105.17831000000001,Cripple Creek,CO
US.CO.025,US,25,A,ADM2,5418687,38.32666,-103.78483,Crowley County,CO
US.CO.027,US,27,A,ADM2,5418854,38.10868,-105.36747,Custer County,CO
US.CO.105,US,105,P,PPLA2,5419302,37.67889,-106.35337,Del Norte,CO
US.CO.029,US,29,P,PPLA2,5419334,38.74221,-108.06896,Delta,CO
US.CO.029,US,29,A,ADM2,5419338,38.86137,-107.86288,Delta County,CO
US.CO.031,US,31,A,ADM2,5419396,39.76204,-104.87635,Denver County,CO
US.CO.033,US,33,A,ADM2,5419761,37.7516,-108.51722,Dolores County,CO
US.CO.035,US,35,A,ADM2,5419891,39.32972,-104.92956000000001,Douglas County,CO
US.CO.033,US,33,P,PPLA2,5419913,37.7661,-108.90593999999999,Dove Creek,CO
US.CO.067,US,67,P,PPLA2,5420241,37.27528,-107.88006999999999,Durango,CO
US.CO.061,US,61,P,PPLA2,5420323,38.48056,-102.78186,Eads,CO
US.CO.037,US,37,P,PPLA2,5420328,39.65526,-106.82865,Eagle,CO
US.CO.037,US,37,A,ADM2,5420332,39.627829999999996,-106.6953,Eagle County,CO
US.CO.041,US,41,A,ADM2,5420926,38.83209,-104.52558,El Paso County,CO
US.CO.039,US,39,A,ADM2,5420936,39.286559999999994,-104.13589,Elbert County,CO
US.CO.093,US,93,P,PPLA2,5421506,39.224709999999995,-106.00196000000001,Fairplay,CO
US.CO.043,US,43,A,ADM2,5422448,38.472970000000004,-105.43966,Fremont County,CO
US.CO.045,US,45,A,ADM2,5422751,39.599309999999996,-107.90395,Garfield County,CO
US.CO.019,US,19,P,PPLA2,5422889,39.7061,-105.6975,Georgetown,CO
US.CO.047,US,47,A,ADM2,5422987,39.85756,-105.52253,Gilpin County,CO
US.CO.045,US,45,P,PPLA2,5423092,39.550540000000005,-107.32478,Glenwood Springs,CO
US.CO.059,US,59,P,PPLA2,5423294,39.75554,-105.2211,Golden,CO
US.CO.077,US,77,P,PPLA2,5423573,39.06387,-108.55065,Grand Junction,CO
US.CO.051,US,51,A,ADM2,5424092,38.6668,-107.0317,Gunnison County,CO
US.CO.051,US,51,P,PPLA2,5424099,38.54582,-106.92532,Gunnison,CO
US.CO.053,US,53,A,ADM2,5425136,37.82134,-107.30031000000001,Hinsdale County,CO
US.CO.055,US,55,A,ADM2,5425737,37.68468,-104.96058000000001,Huerfano County,CO
US.CO.073,US,73,P,PPLA2,5425757,39.1361,-103.46994000000001,Hugo,CO
US.CO.059,US,59,A,ADM2,5426503,39.586420000000004,-105.25046999999999,Jefferson County,CO
US.CO.039,US,39,P,PPLA2,5427408,39.34721,-104.46441,Kiowa,CO
US.CO.061,US,61,A,ADM2,5427500,38.43269,-102.74034,Kiowa County,CO
US.CO.063,US,63,A,ADM2,5427526,39.305440000000004,-102.60289,Kit Carson County,CO
US.CO.089,US,89,P,PPLA2,5427705,37.985009999999996,-103.54383,La Junta,CO
US.CO.067,US,67,A,ADM2,5427717,37.286559999999994,-107.84334,La Plata County,CO
US.CO.053,US,53,P,PPLA2,5427796,38.03,-107.31533,Lake City,CO
US.CO.065,US,65,A,ADM2,5427799,39.20238,-106.34483999999999,Lake County,CO
US.CO.099,US,99,P,PPLA2,5427957,38.08723,-102.62075,Lamar,CO
US.CO.011,US,11,P,PPLA2,5428055,38.06667,-103.22270999999999,Las Animas,CO
US.CO.071,US,71,A,ADM2,5428059,37.31585,-104.03872,Las Animas County,CO
US.CO.065,US,65,P,PPLA2,5428184,39.250820000000004,-106.29252,Leadville,CO
US.CO.073,US,73,A,ADM2,5428518,38.98807,-103.51397,Lincoln County,CO
US.CO.005,US,5,P,PPLA2,5429032,39.61332,-105.01665,Littleton,CO
US.CO.077,US,77,A,ADM2,5430806,39.01828,-108.46645,Mesa County,CO
US.CO.079,US,79,A,ADM2,5431333,37.669000000000004,-106.92408999999999,Mineral County,CO
US.CO.083,US,83,A,ADM2,5431680,37.338409999999996,-108.59671000000002,Montezuma County,CO
US.CO.085,US,85,P,PPLA2,5431710,38.478320000000004,-107.87617,Montrose,CO
US.CO.085,US,85,A,ADM2,5431716,38.40218,-108.26936,Montrose County,CO
US.CO.025,US,25,P,PPLA2,5433564,38.218059999999994,-103.75605999999999,Ordway,CO
US.CO.089,US,89,A,ADM2,5433658,37.9027,-103.71645,Otero County,CO
US.CO.091,US,91,P,PPLA2,5433676,38.02277,-107.67145,Ouray,CO
US.CO.091,US,91,A,ADM2,5433677,38.1555,-107.76932,Ouray County,CO
US.CO.007,US,7,P,PPLA2,5433784,37.26945,-107.00976000000001,Pagosa Springs,CO
US.CO.093,US,93,A,ADM2,5433959,39.1193,-105.71717,Park County,CO
US.CO.097,US,97,A,ADM2,5434773,39.21711,-106.91658000000001,Pitkin County,CO
US.CO.099,US,99,A,ADM2,5435436,37.95518,-102.39335,Prowers County,CO
US.CO.101,US,101,P,PPLA2,5435464,38.25445,-104.60914,Pueblo,CO
US.CO.101,US,101,A,ADM2,5435465,38.17342,-104.51285,Pueblo County,CO
US.CO.103,US,103,A,ADM2,5436472,39.97984,-108.21721000000001,Rio Blanco County,CO
US.CO.105,US,105,A,ADM2,5436477,37.58252,-106.38321,Rio Grande County,CO
US.CO.109,US,109,P,PPLA2,5437349,38.0875,-106.14197,Saguache,CO
US.CO.109,US,109,A,ADM2,5437350,38.08055,-106.28156000000001,Saguache County,CO
US.CO.015,US,15,P,PPLA2,5437555,38.53472,-105.9989,Salida,CO
US.CO.111,US,111,A,ADM2,5437668,37.76404,-107.67615,San Juan County,CO
